Title,Company,Description
Chemist Analyst - Site,PT Priamanaya Group,"Kualifikasi: Lahat, Sumatera Selatan: Sumatera Selatan: Tugas & Tanggung Jawab :: Kualifikasi : Tugas & Tanggung Jawab : Pendidikan minimal D-III Teknik Kimia | Pengalaman minimal 2 tahun sebagai Chemist Analyst di PLTU | Memahami & mengerti lab analysis, PLTU dan Water Treatment Philosopy | Familiar dengan water & steam, coal & oil analysis parameter | Penempatan di Lahat, Sumatera Selatan | Diutamakan berdomisili di Sumatera Selatan | Menjalankan analisis parameter air, uap, batubara, dan minyak untuk memastikan kualitas sesuai standar | ⁠Mengawasi sistem water treatment dan memastikan keseimbangan kimiawi dalam proses pembangkit listrik | ⁠⁠Melakukan uji kualitas batubara dan minyak untuk mendukung efisiensi PLTU | ⁠⁠Menyusun laporan rutin hasil analisis dan mendokumentasikan hasil untuk evaluasi dan audit | ⁠⁠Menjaga kondisi peralatan laboratorium dan melakukan kalibrasi sesuai prosedur"
Financial Analyst,PT Ega Tekelindo Prima,"Jobdesc:: Kualifikasi:: konsentrasi Keuangan: Jobdesc:     Kualifikasi:   !! Cantumkan konsentrasi/major jurusan !!
!! Hanya menerima lulusan dengan Konsentrasi Keuangan, jurusan lain akan ditempatkan di posisi yang sesuai dan tersedia !! Mengelola fungsi keuangan untuk menghasilkan laporan keuangan internal perusahaan dan laporan lainnya sesuai kebutuhan manajemen secara akurat dan tepat waktu | Merencanakan dan mengkoordinasikan penyusunan anggaran perusahaan serta mengontrol realisasi penggunaan anggaran | Melakukan fungsi pengawasan transaksi keuangan guna memastikan semua proses dan transaksi keuangan dijalankan sesuai SOP perusahaan | Melakukan analisa keuangan dan analisa terkait lainnya untuk menentukan strategi pemasaran, operasional, dan investasi | Minimum lulusan S1 jurusan Administrasi Bisnis/Manajemen konsentrasi Keuangan dari universitas ternama dengan minimal IPK 3.00 | Usia maksimal 30 tahun | Memiliki pengalaman bidang keuangan minimal 2 tahun | Memahami prinsip akuntansi dan keuangan | Menguasai komputer (MS Office): Ms Excel | Menguasai program keuangan seperti: Accurate, Zahir | Mampu berbahasa Inggris, lisan dan tulisan | Teliti, jujur, disiplin, dan sistematis dalam bekerja | Memiliki kemampuan analisa yang baik, berorientasi pada hasil, memiliki kemampuan komunikasi dan relasi interpersonal yang baik"
Data Analyst Staff,PT Sepeda Bersama Indonesia,"Job Summary:: Key Responsibilities:: Qualifications:: Alam Sutera, South Tangerang: Job Summary: The Data Analyst collects, processes, and analyzes data to help organizations make informed business decisions. This role involves interpreting complex data sets and translating them into actionable insights. Key Responsibilities: Qualifications: Gather and clean data from various sources for analysis. | Conduct statistical analysis and create data models. | Visualize data using tools like Tableau, Power BI, or Excel. | Prepare reports and presentations to communicate findings to stakeholders. | Collaborate with departments to understand data needs and provide insights. | Monitor data quality and maintain databases. | Bachelor’s degree in Data Science, Statistics, Computer Science, or related field. | Experience with data analysis tools and programming languages (e.g., SQL, Python, R). | Strong analytical and critical thinking skills. | Excellent attention to detail and organizational skills. | Ability to communicate complex data findings in a clear manner. | Placement in Alam Sutera, South Tangerang"
Data Analyst - SCN Logistics Groups,PT Citra Tubindo Tbk,"Mission:: Key Activities:: Daily Activity Recording:: Work Order Management:: Data Tracking:: Invoice Oversight:: Equipment Usage Monitoring:: Cost Monitoring:: Digital Process Development:: Monthly Activity Analysis:: Data Preparation for Monthly Closing:: Main Responsibilities:: Scope:: Mission: To deliver precise and timely reporting on company operations and service records, enabling informed decision-making and operational efficiency. Key Activities: Main Responsibilities: Ensure meticulous documentation of all service-related activities, maintaining compliance with company standards and enhancing operational transparency. This role is pivotal in supporting strategic initiatives and fostering continuous improvement within the organization. Scope: Provide dedicated support to the SCN Logistic Groups, collaborating across departments to drive operational excellence and achieve company objectives. Daily Activity Recording: Document daily activities discussed in the JO Meeting to ensure accountability and transparency within the team. | Work Order Management: Prepare, maintain, and update the Work Order database to facilitate seamless tracking of service requests and operational tasks. | Data Tracking: Monitor and record actual data pertaining to operations and fleet activities, ensuring alignment with planned objectives and enhancing performance tracking. | Invoice Oversight: Scrutinize and maintain accurate invoice records from RFPC and Commercial departments to ensure financial integrity and prompt processing. | Equipment Usage Monitoring: Track and analyze equipment usage data from Operations and Fleet to optimize resource allocation and identify improvement opportunities. | Cost Monitoring: Keep detailed records of actual costs derived from Purchase Requisitions (PR) and Purchase Orders (PO), contributing to effective budget management. | Digital Process Development: Innovate and implement digital processes for work orders, improving efficiency and reducing manual errors in data handling. | Monthly Activity Analysis: Conduct comprehensive analyses of monthly activities to identify trends, insights, and areas for improvement. | Data Preparation for Monthly Closing: Compile and prepare necessary data to support timely and accurate monthly financial closing processes."
Data Analyst,PT Cobra Dental Indonesia,"Sebagai seorang Data Analyst, Anda akan bertanggung jawab untuk mengumpulkan, mengolah, dan menganalisis data, termasuk menggunakan data tersebut untuk menghasilkan wawasan yang bermanfaat dalam proses pengambilan keputusan. Selain itu, Data Analyst diharapkan memberikan rekomendasi strategis yang dapat diterapkan untuk membantu mengarahkan pengembangan produk perusahaan. Posisi ini akan bekerja sama dengan berbagai departemen untuk memahami dan mengumpulkan data yang diperlukan.   Lulusan Sarjana di bidang Data Science, Statistik, Ilmu Komputer, Matematika, maupun bidang yang relevan. | Memiliki pengalaman kerja 3 tahun sebagai Data Analyst maupun posisi serupa. | Terbiasa dan berpengalaman dengan alat visualisasi dan pelaporan data | Menguasai alat dan bahasa analisis data | Memiliki kemampuan analitis yang baik untuk memahami dan menginterpretasikan data, serta pengalaman dalam menggunakan teknik statistik untuk analisis. | Mampu berkomunikasi dengan baik, baik lisan maupun tulisan."
Business Analyst (Mandarin Speaker),PT Merdeka Battery Materials Tbk,"Job Summary:: Responsibilities:: Qualifications:: Proficient in good communication skills in both oral and written in English & Mandarin is a must.: Job Summary:  The Business Analyst will play a critical role in supporting the Management by providing data-driven insights, strategic recommendations, and operational analysis. This position requires a proactive individual who can effectively support all President Director’s day-to-day schedule to ensure all the company’s initiatives are well delivered.   Responsibilities:   Qualifications: Provide the information and data as needed by the Management. | Develop material in monthly and quarterly strategic meetings (e.g., BOC, BOD, or Board Forum meetings). | Efficiently manage the Management’s schedule, organize meetings, handle communications, prepare necessary materials, and act as the Management’s representative. | Completes a broad variety of administrative tasks for the Management including managing an extremely active calendar of appointments; completing expense reports; composing and preparing correspondence that is sometimes confidential; arranging complex and detailed travel plans, itineraries, and agendas; and compiling documents for travel-related meetings | Act as a liaison between the Management’s office and various departments, fostering collaboration and effective communication to follow up on a few initiatives according to the company’s prioritization. | Took the role of personal contact when the leader is not available. | Develop and maintain dashboards and reports to track key performance indicators (KPIs). | Lead cross-functional projects, ensuring timely delivery and adherence to strategic goals. | Facilitate project meetings, documenting progress and providing updates to the President Director. | Prepare presentations and reports for the Management and other stakeholders, translating complex data into clear and concise narratives. | Bachelor’s degree in Finance, Economics, Business Administration, or a related field | 3+ years of progressive experience in Management Consulting, Public Accountant Firm, Venture Capital, or a related role, | Proficient in good communication skills in both oral and written in English & Mandarin is a must. | Ability to manage multiple projects simultaneously and meet tight deadlines | Strong analytical skills with the ability to interpret complex data and derive meaningful insights. | Excellent communication and presentation skills, with the ability to convey information effectively to diverse audiences. | Comfortable coordinating and managing internal and external stakeholders under pressure, protective of sensitive information; | Ability to work independently and collaboratively in a fast-paced environment."
VISUAL EXPERT POWER BI,PT Mitracomm Ekasarana,"VISUAL EXPERT POWER BI: Spesifikasi Jobdesk :: Power BI Expert: Desain Visualisasi Data: Data Modeling: UX/UI Design: Komunikasi & Problem-Solving: Pengalaman dengan Integrasi Data: Ditambah dengan spesfikasi :: Pemahaman Konteks Bisnis:: Kecepatan dalam Analisis Data:: Pengetahuan tentang Struktur Data Telekomunikasi:: Identifikasi Kebutuhan Spesifik:: Kualifikasi :: PT Mitracomm Ekasarana bekerjasama dengan perusahaan Telekomunikasi terkemuka di Indonesia membuka kesempatan kerja bagi para pakar visual Power BI yang juga memahami rantai penjualan dan distribusi di industri telekomunikasi di Indonesia untuk mengisi posisi :   VISUAL EXPERT POWER BI   Spesifikasi Jobdesk :   Ditambah dengan spesfikasi :   Kualifikasi :   Power BI Expert:  Ahli dalam pembuatan dashboard Power BI yang interaktif, informatif, dan menarik secara visual. Mampu menggunakan fitur-fitur lanjutan Power BI seperti slicers, hierarki, drill-down, dan bookmark untuk membuat laporan yang dinamis. | Desain Visualisasi Data:
Memahami prinsip-prinsip desain grafis dan visualisasi data yang baik (warna, tata letak, tipografi) agar data mudah dipahami dan menarik.
Pengalaman dengan berbagai chart dan custom visuals untuk membuat tampilan lebih menarik. | Memahami prinsip-prinsip desain grafis dan visualisasi data yang baik (warna, tata letak, tipografi) agar data mudah dipahami dan menarik. | Pengalaman dengan berbagai chart dan custom visuals untuk membuat tampilan lebih menarik. | Data Modeling:
Ahli dalam memodelkan data yang kompleks dengan menggunakan Power Query, DAX (Data Analysis Expressions), dan optimasi data sehingga hasil analisis cepat dan efisien. | Ahli dalam memodelkan data yang kompleks dengan menggunakan Power Query, DAX (Data Analysis Expressions), dan optimasi data sehingga hasil analisis cepat dan efisien. | UX/UI Design:
Memahami User Experience (UX) dan User Interface (UI) design untuk meningkatkan keterlibatan pengguna dengan laporan dan dashboard yang mudah digunakan dan dinavigasi. | Memahami User Experience (UX) dan User Interface (UI) design untuk meningkatkan keterlibatan pengguna dengan laporan dan dashboard yang mudah digunakan dan dinavigasi. | Komunikasi & Problem-Solving:
Mampu bekerja sama dengan tim untuk memahami kebutuhan bisnis, mendefinisikan KPI, dan menyajikan data yang relevan dan actionable.
Keterampilan analisis dan pemecahan masalah untuk meningkatkan interpretasi data dan storytelling melalui dashboard. | Mampu bekerja sama dengan tim untuk memahami kebutuhan bisnis, mendefinisikan KPI, dan menyajikan data yang relevan dan actionable. | Keterampilan analisis dan pemecahan masalah untuk meningkatkan interpretasi data dan storytelling melalui dashboard. | Pengalaman dengan Integrasi Data:
Mampu menghubungkan dan mengelola berbagai sumber data (database SQL, API, cloud services) serta memperbaiki proses ETL (Extract, Transform, Load) jika diperlukan. | Mampu menghubungkan dan mengelola berbagai sumber data (database SQL, API, cloud services) serta memperbaiki proses ETL (Extract, Transform, Load) jika diperlukan. | Pemahaman Konteks Bisnis: Orang yang berpengalaman dalam industri telekomunikasi akan lebih cepat memahami KPI, metrik, dan pola bisnis yang relevan untuk Mobile Operator, seperti churn rate, ARPU (Average Revenue Per User), penjualan paket data, dan distribusi produk. | Kecepatan dalam Analisis Data: Memahami bagaimana industri telekomunikasi beroperasi dapat mempercepat proses analisis dan interpretasi data, sehingga dapat menyajikan insight yang lebih relevan dan actionable. | Pengetahuan tentang Struktur Data Telekomunikasi: Industri telekomunikasi memiliki struktur data yang cukup kompleks, terutama terkait dengan jaringan distribusi, pelanggan, dan performa penjualan. Orang dengan latar belakang telekomunikasi akan lebih mudah dalam memahami pola-pola ini dan mengoptimalkan penyajian datanya. | Identifikasi Kebutuhan Spesifik: Pengalaman dalam industri ini dapat membantu dalam mengidentifikasi kebutuhan spesifik, seperti analisis penjualan paket prepaid/postpaid, segmentasi pelanggan, distribusi kartu SIM, dan performa gerai atau retailer. | Pendidikan S1 Jurusan System Informatika | Usia maksimal 35 tahun | Spesifikasi keahlian untuk visual expert power BI | Memiliki pengalaman kerja 2-3 tahun sebagai Visual Expert Power BI | Penempatan kerja di Capital Place - Jakarta"
BUSINESS ANALYST - SALES DEPARTMENT,PT Zambon Indonesia,"BUSINESS ANALYST – SALES DEPARTMENT:  : Responsibilities : : Qualifications : : Requirements : : PT. Zambon Indonesia A fast-growing multinational pharmaceutical company opening an opportunity to fill in the position as   BUSINESS ANALYST – SALES DEPARTMENT    Responsibilities :    Qualifications :    Requirements :  Compiling, updating and preparing standard sales and marketing reports and monitoring progress. | Analyze sales data to identify trends, opportunities, and potential areas for improvement. | Provide data-driven recommendations to the Sales and Marketing team to enhance sales strategies and marketing campaigns. | Proactively identify key growth factors, emerging market trends, and new opportunities and deliver relevant insights and quantitative analysis to inform strategic decision-making. | Lead the deployment of the sales excellence strategy to improve sales processes and efficiency. | Track and evaluate Sales Force Performance Indicators (KPIs) to ensure alignment with sales targets. | Implement programs on sales force development and training. | Manage and maintain data using Power BI, developing interactive dashboards to visualize sales and marketing metrics. | Bachelor / Master Degree in Business, Science, or Math from reputable university. | Proven experience in sales, with a strong understanding of sales processes and strategies considered a significant advantage. | Experience in data analysis, reporting, and managing business intelligence tools (e.g., Power BI) is highly desirable. | Fluency in both Bahasa Indonesia and English, with strong oral and written communication skills. | Strong analytical skills with the ability to interpret data and translate it into actionable business insights.  | A solid understanding of business dynamics, market trends, and strategic growth opportunities. | Passionate about proactively driving process improvement supportive, collaborative & clear communicator. | Ability to effectively influence and impact stakeholders to gain support for initiatives and drive desired outcomes. | Demonstrates leadership ability to drive change within organization, capability in cultivating support and maximizing contribution from team members to achieve goals. | Excellent Project/Program management capabilities | Demonstrate Zambon Values – Act of Integrity & Humility | Demonstrate Zambon Manifesto – Courage, Trust and Ownership"
Data Analyst Staff,PT Dream Dare Discover,"Company Overview:: PT Dream Dare Discover (Zuma Indonesia),: Job Summary:: Key Responsibilities:: Qualifications:: Company Overview: PT Dream Dare Discover (Zuma Indonesia), we are a leading player in the footwear retail industry, known for our commitment to quality, innovation, and customer satisfaction. With a growing presence both online and in-store, we strive to provide our customers with the best footwear solutions tailored to their needs. Our data-driven approach ensures that we stay ahead of trends and continue to offer cutting-edge products and services. Join our dynamic team as we continue to expand and set new standards in the industry.   Job Summary: We are seeking a highly motivated and detail-oriented Data Analyst to join our team. The ideal candidate will possess strong analytical skills and technical expertise in data tools such as Power BI, SQL, Google Sheets, Looker Studio, and Python. This role is crucial for helping the company make data-driven decisions by interpreting data trends, providing insights, and optimizing business processes.   Key Responsibilities:   Qualifications: Gather and clean data from various retail sources, including sales reports, inventory systems, and customer databases. | Analyze sales data to identify trends and product performance for create improvement and new insight | Develop interactive dashboards and reports using Power BI and Looker Studio to visualize key retail metrics and communicate findings to stakeholders. | Write and optimize SQL queries to extract and manipulate data from retail databases for analysis. | Utilize Python and Google Sheets to automate data processes, enhancing the efficiency of reporting and data management. | Work closely with Area Supervisor, Branch Manager and Operations Teams to provide data-driven insights that support business strategies. | Analyze inventory data to optimize stock levels, reduce excess inventory, and improve turnover rates. | Stay updated on retail analytics trends and recommend improvements to enhance data processes and reporting. | Bachelor’s degree in Data Science, Statistics, Mathematics, Business Analytics, or a related field. | 3+ years of experience as a data analyst, preferably in the retail industry, with a focus on footwear or consumer goods. | Proficiency in operating Data Analyst Applications such as Microsoft Excel, Google Sheet, Power BI/Looker Studio/SQL/Phyton, Flowchart Maker Application. | Experience with Accurate is a plus | Excellent analytical skills, check trend data, check sales data and check transaction data. | Strong communication skills, able to convey complex data insights to non-technical stakeholders. | Ability to work independently and manage multiple projects in a fast-paced retail environment."
Senior Analyst Corporate Plan,Pengiklan Anonim,"Key Responsibilities:: Data Analysis:: Forecasting:: Reporting:: Market Research:: Strategic Support:: Performance Monitoring:: Project Management:: Qualifications:: Education:: Experience:: Skills:: Key Responsibilities: Qualifications: 4. Personal Attributes: Data Analysis: Gather, analyze, and interpret complex data sets to identify trends, patterns, and insights that support strategic initiatives. | Forecasting: Develop financial models and forecasts to assess the impact of strategic options and business decisions. | Reporting: Prepare comprehensive reports and presentations for senior management, summarizing findings and recommendations based on data analysis. | Market Research: Conduct competitive analysis and market research to identify opportunities and threats in the external environment. | Strategic Support: Assist in the development and refinement of corporate strategies and business plans, collaborating with cross-functional teams to ensure alignment with overall goals. | Performance Monitoring: Track and analyze key performance indicators (KPIs) to evaluate the effectiveness of strategic initiatives and provide actionable insights. | Project Management: Support the implementation of strategic projects, ensuring timelines and objectives are met. | Education: Bachelor’s degree in Business Administration, Finance, Economics, or a related field; Master’s degree is a plus. | Experience: 2-4 years of experience in corporate planning, financial analysis, or a related field. | Skills: | Strong analytical and problem-solving skills. | Proficiency in data analysis tools (e.g., Excel, Tableau, SQL). | Excellent communication and presentation skills. | Ability to work collaboratively in a team environment. | Knowledge of financial modeling and forecasting techniques. | Detail-oriented with a strong commitment to accuracy. | Proactive and self-motivated, with the ability to manage multiple priorities. | Strong interpersonal skills to work effectively with diverse teams."
Master Data Governance Analyst (S4 Hana),"PT SMART,Tbk","Job Description Summary :: Job Description :: Job Requirement :: ""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person."": Job Description Summary : Develop data governance processes Job Description :   Job Requirement :   ""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person."" Develop data governance processes | Central party to maintain repository of all key reports, report hierarchies, metrics, formulas, data source (in collaboration with process and functional teams) | Ensures consistency of defintion and data sources used for reporting across functions (Finance, Ops, procurement, etc) | Update / maintain data standards and data definition | Deliverables:
Report and Dashboard register
Metrics and formulas for all management reports
Data definition and standards to support key metrics, incl source of truth
Reporting hierarchies (finance, operations?)
Data governance process | Min Bachelor Degree in Information Technology or Information System  | Having min 4 - 5 years of working experience in Data Governance processes | Having experience as Functional Consultant MM or SD | Good in Analytical Thinking  | Fluent in English | Willing to be located in Head Office Jakarta"
Data Engineer,PT Esha Parama Teknologi,"Job Description:: Job Description:

Data Modeling, ETL process, Big Data Technologies (Hadoop, Spark, NoSQL),
Programming Language (Python), Data Governance, Data Security 1. Design, develop, and maintain a robust and
efficient data architecture to collect, store, and process data from various sources
in the used car sales website platform. 2. Design and implement an optimal database schema, and
ensure data integrity and quality to support accurate analysis and decision-making for the development and management teams. 3. Build and manage data pipelines to efficiently flow data
from source to destination, so that relevant information can be accessed
and used quickly by various parts of the company. 4. Collaborate with data scientist, analyst, and development teams to
understand data needs and provide solutions that enable in-depth analysis and application of business intelligence in the used car sales platform."
Actuary Pricing Analyst,PT Asuransi Bina Dana Arta Tbk,"Main Responsibilities:: Conduct Pricing Calculations and Analysis: Evaluate Product Performance: Gap Analysis and Product Review: Risk Management and Compliance: Cross-functional Team Collaboration: Actuarial Model Development and Maintenance: Expected Qualifications:: Main Responsibilities:   Conduct Pricing Calculations and Analysis Evaluate Product Performance Gap Analysis and Product Review Risk Management and Compliance Cross-functional Team Collaboration Actuarial Model Development and Maintenance     Expected Qualifications:   Develop and apply mathematical models to calculate insurance product pricing and other financial schemes. | Use historical data, market trends, and risk factors to estimate optimal and sustainable premium pricing. | Provide pricing recommendations that align with the company’s business strategy and regulatory requirements. | Measure and analyze insurance product performance based on financial and operational metrics. | Prepare regular performance reports and offer insights into the efficiency and profitability of products. | Identify factors affecting product performance and offer recommendations for improvement. | Conduct gap analysis between the actual product performance and the company’s targets or expectations. | Develop action plans to close gaps, including recommendations for improvements in product features or underwriting processes. | Collaborate with product, marketing, and business development teams in reviewing and innovating products. | Ensure pricing calculations and product development comply with applicable insurance regulations and actuarial standards. | Identify relevant risks related to products and pricing, and develop effective risk mitigation strategies. | Collaborate with actuarial, risk management, product, and finance teams to ensure accurate pricing strategies. | Communicate with IT and data departments to ensure the data used in pricing models is accurate and up-to-date. | Develop, maintain, and update actuarial models to support pricing calculations and risk analysis. | Use actuarial software and analytical tools such as Excel, R, or Python to build models and generate reports. | Bachelor's Degree in Actuarial Science, Mathematics, Statistics, or a related field. | Professional actuarial certification (Fellow or Associate) is a plus. | Minimum 2-4 years of experience in insurance pricing or financial analysis. | Strong analytical skills with a deep understanding of actuarial principles, insurance, and risk management. | Proficiency in actuarial software and data analysis tools such as Excel, R, or Python. | Excellent communication skills and ability to work within cross-functional teams."
Business Analyst - CPFIR,PT Merdeka Battery Materials Tbk,"Responsibilities:: Qualifications:: Responsibilities:   Qualifications:
  Support all sites and projects in preparing annual budgets/forecasts and provide a consolidated group financial model. | Building/reviewing life of mine financial models for group/holding, all sites, and new projects | Support project teams in developing financial models to evaluate new projects and support them to optimize financial results | Assist in fundraising activities. | Ensure the correct and timely delivery of monthly operational performance, accounting, and finance information for the group. | Prepare all required information for quarterly activity and financial reports and any other financial reporting information for stock exchanges where the company is listed. | Liaise with operations, accountants, lawyers, investor relations, banks, credit rating, financial experts, and regulatory bodies. | Bachelor (or above) degree in Accounting, Finance, Engineering, or equivalent | At least 5 years of working experience in the related field (financial due diligence, corporate finance, and restructuring-focused roles at advisory firms, Big 4, banks/securities firms, and corporates) is required for this position | Strong financial analysis, financial due diligence, and modeling skills | Excellent report writing, excel, and PowerPoint skills"
Business Analyst,Sibernetik Integra Data,"Business Analyst: Key Responsibilities: Requirements: We are looking for a skilled Business Analyst to join our team and support the development and enhancement of software applications. You will work closely with stakeholders to gather requirements, analyze processes, and ensure the smooth delivery of application projects. Key Responsibilities: Requirements: Collaborate with stakeholders to gather and document business requirements. | Analyze data to identify trends, patterns, and areas for improvement. | Develop reports and dashboards to support decision-making. | Assist in project management activities, ensuring timely delivery of key milestones. | Provide recommendations based on data insights to optimize processes and drive efficiency. | Proven 3-4 years experience as a Business Analyst or in a similar role. | Strong analytical and problem-solving skills. | Experience in data analysis and project management. | Proficiency in tools like SQL, and BI platforms (e.g., Tableau, Power BI). | Bachelor’s degree in Business, IT, or a related field. | Excellent communication and interpersonal skills."
Market Research Analyst,Indonesia Equipment Centre,"Job description:: Market Research:: Data Collection and Organization:: Data Analysis:: Reporting and Visualization:: Qualification:: Job description:         Qualification:   Market Research: | Collect and organize business-related information via secondary data or field research. | Comprehensively understand the industry situation, including industry development reports, new technology trends, and relevant national policies. | Gather competitor information, such as competitor marketing strategies (4P). | Collect customer feedback through regular business trips to visit customers for feedback. | Data Collection and Organization: | Collect various types of data, including sales data, customer data, etc. | Establish and maintain databases to ensure data accuracy and completeness. | Data Analysis: | Use statistical methods to describe and summarize data features such as mean, median, standard deviation, etc. | Analyze data to identify anomalies and trends, recognizing potential issues and opportunities. | Determine the impact of different factors on market performance. | Reporting and Visualization: | Generate and update various data reports regularly, such as sales reports, market analysis reports, etc. | Utilize charts and graphs to visually present data effectively. | Bachelor’s degree in Marketing, Business, Statistics, or a related field. | Proven experience in market research, data analysis, or similar roles. | Menguasai dasar Sales & Marketing | Mengetahui dan terampil metode pengumpulan data dari internet dan melakukan analisa dasar. | Strong analytical and critical thinking skills, with a focus on attention to detail. | Excellent written and verbal communication skills. | Must Fluent in English, Speak Mandarin is a plus. | Ability to work independently as well as part of a team. | Strong organizational and time management skills."
Merchandiser Analyst,Kurnia Ciptamoda Gemilang,"Requirements ::   Requirements : This position is responsible for supporting analytical activies including managing overall data, support key functions in the areas of identifying trends, patterns, issues and outcomes of our business processes. | Bachelor Degree, Fashion Business / Fashion Merchandising | Interest in Fashion Industry | Good in English (both oral & written) | Good in numbers and computer skills (especially Microsoft Excel) | Positive mindset, ability to work in long hour within team and individually, effective communication and high standards of accuracy and result-oriented | Good analyze through in details on daily basis"
IT Business Analyst,PT Salva Teknologi Digital,"'1. Bachelor's degree, preferred in Computer Science or related discipline.  2. 2 - 5 year’s systems/business experience.  3. Skill : Desktop / web based programming, B.NET, SQL Server, MySQL, and other databases minimum 1 year experience is a plus point  4. Have experience in Scrum SDLC is a plus point  5. Excellent verbal & written communication skills;  6. Excellent English communication skill both verbal and written is preferable"
Fraud & Risk Analyst - Bahasa Indonesia - Kuala Lumpur,Teleperformance Malaysia Sdn Bhd,"Minimum Skills to Hire:: Candidates with Bachelor Degree in accounting, finance relevant with Fraud, Chargeback and Appeal: Preferred Requirements: Responsibilities: Minimum Skills to Hire: Preferred Requirements Focus on appeal cases received from business line, case received from customer with proof document will send through CMS system to team analyst to decide, if possible, to release user from blacklist. | Analyst to match all the proof documents details including card number, payment name, payment email and so on | Focus on completed transaction that being flagged with high-risk flag where cases will be sent to analysts for post manual review to evaluate if is a potential fraud. Case source included model, blacklist backtrack and so on. | According to different business line, the key element may differ. Analyst is required to understand the business model of every business line to make accurate risk evaluation. Post manual review is focused on user behaviour analysis where it is not only looking at single transaction. | Standard SOP will be provided with immediate action to share fraud trend instantly to fraud strategy team. | User analysis steps, actions and result will be included in SOP. At the same time, SOP will constantly update and amend to achieve high accurate case check. | Pending review is referring to transaction being hold for x hours during time of transacting. Those transaction will be sent to manual pending review for analysts to evaluate the risk level before accepting it. | Focus on handling customer escalation cases rejection reason check, user analysis and reply user with standard reply. | According to SOP, follow the action stated for relevant result including proactive whitelist, release user and document submission action | Strictly following chargeback operation standard SOP and requirement to handle representment case, candidates with chargeback handling experience is more preferrable. | To complete the chargeback case within SLA/Pre-set time given, ensure all the representment documents are gathered correctly and match the case with chargeback reason. | Protect our ecosystem, prevent fraudulent activity, enforce our TOS and policies, ensuring compliance across a global user base of millions | Candidates with Bachelor Degree in accounting, finance relevant with Fraud, Chargeback and Appeal | Candidates with fraud manual review experience (at least 1-3 years): including reviewing user appeal document, user analysis and trend analysis. | Candidates are expected to have the ability to catch up start up fast-paced environment and working mindset on thinking out of the box. | Candidates are expected to understand payment chain where included CCDC, PAYPAL, E-wallet and so on. | Candidates are expected to understand fraud trend and fraud chargeback also experience of handling such scenario. | Candidates are expected to have ""moving forward"" and ""never stop learning"" spirit where risk operation faced varies business line (not focused on only 1) and it will require outsource member to learn fast and think fast. | Averagely, amendment and update of SOP held once every month, candidates are required to learn and adapt changes fast too. | Candidates are expected to complete cases from targeted SLA with standard level of x% accuracy rate. | Proficiency in English and Multi-lingual is highly preferred (depends on the market assignment) | Fraud Manual Review, User Appeal and Trend Analysis operations experience is preferred | Strong analytical and research skills | Knowledge Ability to work in a fast and evolving environment with detail-oriented focus. | Experience in Payment services and Fraud and Risk Operations is an added advantage. | Experience in Microsoft Office Suite is preferred | Preferably to have a typing speed of at least 40 words per minute"
Data Management Specialist,"PT. Metrodata Electronics, Tbk","Qualification : Bachelor's Degree, Computer Science/Information Technology/Mathematics/Statistic | At least 5 year(s) of working experience in the related field is required for this position | Must have work experienced in Ms SQL Server dengan knowledge ETL, SSIS & Analysis Service | Excellent analytical and problem solving skills. | Able to working in team, communicative and passionate"
Data Analyst,A&W Restaurants Indonesia,"Kriteria : : Tugas & Tanggung jawab :: Kriteria :  1. Pendidikan S1 Mathematic / Statistics   2. Memiliki pengalaman min. 4 tahun sebagai Data Analyst 3. Diutamakan memiliki pengalaman di industri F&B, Retail atau FMCG 4. Jujur, bertanggung jawab, disiplin dan teliti 5. Mampu bekerja dibawah tekanan 6. Bersedia lembur / bekerja di hari libur   Tugas & Tanggung jawab : 1. Sales Team : Limited time promotion analysis Sales variance 2. Inventory Planning : Analisa data Production costing & forecast Bekerjasama dengan divisi Supply Chain, Operations dan Marketing"
